,STAT_CAUSE_DESCR
1736783,Missing/Undefined
1736784,Missing/Undefined
1736785,Missing/Undefined
1736786,Missing/Undefined
1736787,Missing/Undefined
1736788,Missing/Undefined
1736789,Missing/Undefined
1736790,Missing/Undefined
1736791,Missing/Undefined
1736792,Missing/Undefined
1736793,Missing/Undefined
1736794,Missing/Undefined
1736795,Missing/Undefined
1736796,Missing/Undefined
1736797,Campfire
1736798,Missing/Undefined
1736799,Missing/Undefined
1736800,Missing/Undefined
1736801,Missing/Undefined
1736802,Missing/Undefined
1736803,Missing/Undefined
1736804,Missing/Undefined
1736805,Missing/Undefined
1736806,Missing/Undefined
1736807,Missing/Undefined
1736808,Missing/Undefined
1736809,Missing/Undefined
1736810,Missing/Undefined
1736811,Missing/Undefined
1736812,Missing/Undefined
1736813,Missing/Undefined
1736814,Missing/Undefined
1736815,Missing/Undefined
1736816,Missing/Undefined
1736817,Missing/Undefined
1736818,Missing/Undefined
1736819,Missing/Undefined
1736820,Missing/Undefined
1736821,Missing/Undefined
1736822,Missing/Undefined
1736823,Missing/Undefined
1736824,Missing/Undefined
1736825,Missing/Undefined
1736826,Missing/Undefined
1736827,Missing/Undefined
1736828,Missing/Undefined
1736829,Missing/Undefined
1736830,Missing/Undefined
1736831,Missing/Undefined
1736832,Missing/Undefined
1736833,Missing/Undefined
1736834,Missing/Undefined
1736835,Missing/Undefined
1736836,Missing/Undefined
1736837,Missing/Undefined
1736838,Missing/Undefined
1736839,Missing/Undefined
1736840,Missing/Undefined
1736841,Missing/Undefined
1736842,Missing/Undefined
1736843,Missing/Undefined
1736844,Missing/Undefined
1736845,Missing/Undefined
1736846,Missing/Undefined
1736847,Missing/Undefined
1736848,Missing/Undefined
1736849,Missing/Undefined
1736850,Missing/Undefined
1736851,Missing/Undefined
1736852,Missing/Undefined
1736853,Missing/Undefined
1736854,Missing/Undefined
1736855,Missing/Undefined
1736856,Missing/Undefined
1736857,Missing/Undefined
1736858,Missing/Undefined
1736859,Missing/Undefined
1736860,Missing/Undefined
1736861,Missing/Undefined
1736862,Missing/Undefined
1736863,Missing/Undefined
1736864,Missing/Undefined
1736865,Missing/Undefined
1736866,Missing/Undefined
1736867,Missing/Undefined
1736868,Lightning
1736869,Missing/Undefined
1736870,Missing/Undefined
1736871,Missing/Undefined
1736872,Missing/Undefined
1736873,Missing/Undefined
1736874,Missing/Undefined
1736875,Missing/Undefined
1736876,Missing/Undefined
1736877,Missing/Undefined
1736878,Missing/Undefined
1736879,Missing/Undefined
1736880,Missing/Undefined
1736881,Missing/Undefined
1736882,Missing/Undefined
1736883,Missing/Undefined
1736884,Missing/Undefined
1736885,Missing/Undefined
1736886,Missing/Undefined
1736887,Missing/Undefined
1736888,Missing/Undefined
1736889,Missing/Undefined
1736890,Missing/Undefined
1736891,Missing/Undefined
1736892,Missing/Undefined
1736893,Missing/Undefined
1736894,Missing/Undefined
1736895,Missing/Undefined
1736896,Missing/Undefined
1736897,Missing/Undefined
1736898,Missing/Undefined
1736899,Missing/Undefined
1736900,Missing/Undefined
1736901,Missing/Undefined
1736902,Missing/Undefined
1736903,Missing/Undefined
1736904,Missing/Undefined
1736905,Missing/Undefined
1736906,Missing/Undefined
1736907,Missing/Undefined
1736908,Missing/Undefined
1736909,Missing/Undefined
1736910,Missing/Undefined
1736911,Missing/Undefined
1736912,Missing/Undefined
1736913,Missing/Undefined
1736914,Missing/Undefined
1736915,Equipment Use
1736916,Missing/Undefined
1736917,Missing/Undefined
1736918,Missing/Undefined
1736919,Missing/Undefined
1792349,Campfire
1792350,Campfire
1792351,Campfire
1792352,Miscellaneous
1792353,Campfire
1792354,Lightning
1792355,Campfire
1792356,Lightning
1792357,Campfire
1792358,Campfire
1793875,Equipment Use
1793876,Arson
1793877,Campfire
1793878,Campfire
1793879,Campfire
1796121,Lightning
1796122,Lightning
1796123,Lightning
1796124,Lightning
1796125,Smoking
1796126,Missing/Undefined
1796127,Lightning
1796128,Missing/Undefined
1796129,Lightning
1796130,Campfire
1796131,Lightning
1796132,Lightning
1796133,Campfire
1796134,Missing/Undefined
1796135,Miscellaneous
1796136,Miscellaneous
1796137,Campfire
1796138,Powerline
1796139,Campfire
1796140,Lightning
1796141,Campfire
1796142,Miscellaneous
1796143,Missing/Undefined
1796144,Lightning
1796145,Campfire
1796146,Lightning
1796147,Lightning
1796148,Lightning
1796149,Debris Burning
1796150,Campfire
1796151,Arson
1796152,Arson
1796153,Smoking
1796154,Missing/Undefined
1796155,Campfire
1796156,Arson
1796157,Missing/Undefined
1796158,Missing/Undefined
1796159,Missing/Undefined
1796160,Missing/Undefined
1796161,Debris Burning
1796162,Arson
1796163,Missing/Undefined
1796164,Missing/Undefined
1796165,Missing/Undefined
1796166,Lightning
1796167,Arson
1796168,Missing/Undefined
1796169,Missing/Undefined
1796170,Miscellaneous
1796171,Lightning
1796172,Missing/Undefined
1796173,Missing/Undefined
1796332,Missing/Undefined
1796333,Missing/Undefined
1796334,Arson
1796335,Arson
1796336,Arson
1796337,Missing/Undefined
1796338,Missing/Undefined
1796339,Missing/Undefined
1796340,Arson
1796341,Missing/Undefined
1796342,Missing/Undefined
1796343,Lightning
1796344,Arson
1796345,Lightning
1796346,Lightning
1796347,Lightning
1796348,Missing/Undefined
1796349,Missing/Undefined
1796350,Campfire
1796351,Missing/Undefined
1796352,Lightning
1796353,Missing/Undefined
1796354,Missing/Undefined
1796355,Miscellaneous
1796356,Missing/Undefined
1796357,Arson
1796358,Missing/Undefined
1796359,Campfire
1796360,Miscellaneous
1796361,Missing/Undefined
1796362,Missing/Undefined
1796363,Equipment Use
1796364,Miscellaneous
1796365,Debris Burning
1796366,Powerline
1796367,Missing/Undefined
1796368,Missing/Undefined
1796369,Lightning
1796370,Lightning
1796371,Lightning
1796372,Lightning
1796373,Lightning
1796374,Lightning
1796375,Lightning
1796376,Lightning
1796377,Missing/Undefined
1796378,Powerline
1796379,Missing/Undefined
1796380,Powerline
1796381,Missing/Undefined
1796382,Lightning
1796383,Lightning
1796384,Miscellaneous
1796385,Lightning
1796386,Missing/Undefined
1796387,Miscellaneous
1796388,Lightning
1796389,Lightning
1796390,Lightning
1796391,Lightning
1796392,Lightning
1796393,Lightning
1796394,Lightning
1796395,Lightning
1796396,Lightning
1796397,Miscellaneous
1796398,Lightning
1796399,Lightning
1796400,Lightning
1796401,Lightning
1796402,Missing/Undefined
1796403,Missing/Undefined
1796404,Lightning
1796405,Lightning
1796406,Lightning
1796407,Lightning
1796408,Lightning
1796409,Lightning
1796410,Missing/Undefined
1796411,Campfire
1796412,Lightning
1796413,Missing/Undefined
1796414,Lightning
1796415,Lightning
1796416,Miscellaneous
1796417,Lightning
1796418,Arson
1796419,Campfire
1796420,Lightning
1796421,Lightning
1796422,Lightning
1796423,Lightning
1796424,Lightning
1796425,Lightning
1796426,Lightning
1796427,Lightning
1796428,Lightning
1796429,Lightning
1796430,Lightning
1796431,Lightning
1796432,Lightning
1796433,Lightning
1796434,Lightning
1796435,Lightning
1796436,Lightning
1796437,Lightning
1796438,Lightning
1796439,Lightning
1796440,Lightning
1796441,Lightning
1796442,Lightning
1796443,Lightning
1796444,Lightning
1796445,Lightning
1796446,Lightning
1796447,Lightning
1796448,Lightning
1796449,Lightning
1796450,Lightning
1796451,Lightning
1796452,Lightning
1796453,Lightning
1796454,Lightning
1796455,Lightning
1796456,Lightning
1796457,Lightning
1796458,Lightning
1796459,Lightning
1796460,Lightning
1796461,Lightning
1796462,Lightning
1796463,Lightning
1796464,Lightning
1796465,Lightning
1796466,Lightning
1796467,Lightning
1796468,Lightning
1796469,Lightning
1796470,Lightning
1796471,Lightning
1796472,Lightning
1796473,Lightning
1796474,Lightning
1796475,Lightning
1796476,Lightning
1796477,Lightning
1796478,Lightning
1796479,Lightning
1796480,Lightning
1796481,Lightning
1796482,Missing/Undefined
1796483,Missing/Undefined
1796484,Lightning
1796485,Lightning
1796486,Lightning
1796487,Lightning
1796488,Lightning
1796489,Lightning
1796490,Lightning
1796491,Lightning
1796492,Lightning
1796493,Lightning
1796494,Lightning
1796495,Lightning
1796496,Lightning
1796497,Lightning
1796498,Lightning
1796499,Lightning
1796500,Lightning
1796501,Lightning
1796502,Lightning
1796503,Lightning
1796504,Lightning
1796505,Lightning
1796506,Lightning
1796507,Lightning
1796508,Lightning
1796509,Lightning
1796510,Lightning
1796511,Lightning
1796512,Lightning
1796513,Lightning
1796514,Lightning
1796515,Lightning
1796516,Lightning
1796517,Lightning
1796518,Lightning
1796519,Lightning
1796520,Lightning
1796521,Lightning
1796522,Lightning
1796523,Lightning
1796524,Lightning
1796525,Lightning
1796526,Lightning
1796527,Lightning
1796528,Lightning
1796529,Lightning
1796530,Lightning
1796531,Lightning
1796532,Lightning
1796533,Lightning
1796534,Lightning
1796535,Lightning
1796536,Lightning
1796537,Lightning
1796538,Lightning
1796539,Lightning
1796540,Lightning
1796541,Lightning
1796542,Missing/Undefined
1796543,Lightning
1796544,Lightning
1796545,Lightning
1796546,Lightning
1796547,Lightning
1796548,Lightning
1796549,Lightning
1796550,Lightning
1796551,Lightning
1796552,Lightning
1796553,Lightning
1796554,Lightning
1796555,Lightning
1796556,Lightning
1796557,Lightning
1796558,Lightning
1796559,Lightning
1796560,Lightning
1796561,Lightning
1796562,Lightning
1796563,Lightning
1796564,Lightning
1796565,Lightning
1796566,Lightning
1796567,Lightning
1796568,Lightning
1796569,Lightning
1796570,Lightning
1796571,Lightning
1796572,Lightning
1796573,Lightning
1796574,Lightning
1796575,Lightning
1796576,Lightning
1796577,Lightning
1796578,Lightning
1796579,Campfire
1796580,Lightning
1796581,Lightning
1796582,Missing/Undefined
1796583,Lightning
1796584,Lightning
1796585,Lightning
1796586,Lightning
1796587,Lightning
1796588,Campfire
1796589,Lightning
1796590,Lightning
1796591,Lightning
1796592,Missing/Undefined
1796593,Lightning
1796594,Lightning
1796595,Lightning
1796596,Lightning
1796597,Lightning
1796598,Lightning
1796599,Lightning
1796600,Lightning
1796601,Lightning
1796602,Lightning
1796603,Lightning
1796604,Lightning
1796605,Lightning
1796606,Missing/Undefined
1796607,Lightning
1796608,Lightning
1796609,Lightning
1796610,Lightning
1796611,Campfire
1796612,Lightning
1796613,Lightning
1796614,Lightning
1796615,Lightning
1796616,Lightning
1796617,Lightning
1796618,Lightning
1796619,Lightning
1796620,Lightning
1796621,Lightning
1796622,Lightning
1796623,Lightning
1796624,Lightning
1796625,Lightning
1796626,Lightning
1796627,Lightning
1796628,Lightning
1796629,Missing/Undefined
1796630,Lightning
1796631,Lightning
1796632,Lightning
1796633,Powerline
1804561,Lightning
1804581,Lightning
1804588,Lightning
1804589,Lightning
1804593,Miscellaneous
1804599,Lightning
1804600,Lightning
1804607,Lightning
1804613,Lightning
1804617,Lightning
1804618,Lightning
1804620,Lightning
1804633,Lightning
1804634,Lightning
1804635,Lightning
1804636,Lightning
1804637,Lightning
1804638,Lightning
1804646,Lightning
1804649,Lightning
1804650,Lightning
1804658,Lightning
1804661,Lightning
1804662,Lightning
1804663,Lightning
1804665,Lightning
1804666,Lightning
1804667,Lightning
1804668,Lightning
1804672,Lightning
1804678,Miscellaneous
1804680,Lightning
1804691,Lightning
1804706,Lightning
1804708,Lightning
1804709,Lightning
1804721,Lightning
1804746,Lightning
1804747,Lightning
1804748,Lightning
1804749,Lightning
1804770,Lightning
1804776,Lightning
1804777,Lightning
1804781,Lightning
1804783,Lightning
1804787,Lightning
1804788,Lightning
1804796,Lightning
1804814,Lightning
1804816,Lightning
1804827,Lightning
1804838,Lightning
1804839,Lightning
1804851,Lightning
1804864,Lightning
1804872,Lightning
1804886,Lightning
1804887,Lightning
1804888,Lightning
1804889,Lightning
1804892,Lightning
1804899,Lightning
1804900,Lightning
1804901,Lightning
1804903,Lightning
1804904,Lightning
1804916,Lightning
1804918,Lightning
1804922,Lightning
1804937,Lightning
1804938,Lightning
1804939,Lightning
1804940,Lightning
1804941,Lightning
1804942,Lightning
1804943,Lightning
1804944,Missing/Undefined
1804945,Lightning
1804946,Lightning
1804947,Missing/Undefined
1804948,Missing/Undefined
1804949,Missing/Undefined
1804950,Missing/Undefined
1804951,Missing/Undefined
1804952,Missing/Undefined
1804953,Missing/Undefined
1804954,Missing/Undefined
1804955,Missing/Undefined
1804956,Missing/Undefined
1804957,Missing/Undefined
1804958,Missing/Undefined
1804959,Missing/Undefined
1804960,Missing/Undefined
1804961,Missing/Undefined
1804962,Missing/Undefined
1804963,Missing/Undefined
1804964,Lightning
1804965,Missing/Undefined
1804966,Missing/Undefined
1804967,Missing/Undefined
1804968,Missing/Undefined
1804969,Missing/Undefined
1804970,Missing/Undefined
1804971,Lightning
1804972,Missing/Undefined
1804973,Missing/Undefined
1804974,Lightning
1804975,Missing/Undefined
1804976,Missing/Undefined
1804977,Missing/Undefined
1804978,Missing/Undefined
1804979,Missing/Undefined
1804980,Missing/Undefined
1804981,Missing/Undefined
1804982,Missing/Undefined
1804983,Missing/Undefined
1804984,Missing/Undefined
1804985,Missing/Undefined
1804986,Missing/Undefined
1804987,Lightning
1804988,Missing/Undefined
1804989,Lightning
1804990,Lightning
1804991,Missing/Undefined
1804992,Missing/Undefined
1804993,Missing/Undefined
1804994,Campfire
1804995,Lightning
1804996,Lightning
1804997,Lightning
1804998,Lightning
1804999,Lightning
1805000,Lightning
1805001,Lightning
1805002,Missing/Undefined
1805003,Missing/Undefined
1805004,Missing/Undefined
1805005,Lightning
1805006,Missing/Undefined
1805007,Missing/Undefined
1805008,Missing/Undefined
1805009,Missing/Undefined
1805010,Missing/Undefined
1805011,Missing/Undefined
1805012,Missing/Undefined
1805013,Missing/Undefined
1805014,Missing/Undefined
1805015,Lightning
1805016,Missing/Undefined
1805017,Lightning
1805018,Missing/Undefined
1805019,Missing/Undefined
1805020,Missing/Undefined
1805021,Missing/Undefined
1805022,Lightning
1805023,Lightning
1805024,Missing/Undefined
1805025,Lightning
1805026,Lightning
1805027,Lightning
1805028,Missing/Undefined
1805029,Lightning
1805030,Lightning
1805031,Lightning
1805032,Lightning
1805033,Lightning
1805034,Lightning
1805035,Missing/Undefined
1805036,Missing/Undefined
1805037,Lightning
1805038,Missing/Undefined
1805039,Missing/Undefined
1805040,Missing/Undefined
1805041,Missing/Undefined
1805042,Missing/Undefined
1805043,Missing/Undefined
1805044,Missing/Undefined
1805045,Missing/Undefined
1805046,Missing/Undefined
1805047,Missing/Undefined
1805048,Missing/Undefined
1805049,Lightning
1805050,Missing/Undefined
1805051,Lightning
1805052,Missing/Undefined
1805053,Missing/Undefined
1805054,Missing/Undefined
1805055,Missing/Undefined
1805056,Missing/Undefined
1805057,Missing/Undefined
1805058,Missing/Undefined
1805059,Missing/Undefined
1805060,Missing/Undefined
1805061,Missing/Undefined
1805062,Missing/Undefined
1805063,Missing/Undefined
1805064,Missing/Undefined
1805065,Lightning
1805066,Lightning
1805067,Missing/Undefined
1805068,Missing/Undefined
1805069,Lightning
1805070,Lightning
1805071,Lightning
1805072,Lightning
1805073,Missing/Undefined
1805074,Missing/Undefined
1805075,Missing/Undefined
1805076,Missing/Undefined
1805077,Missing/Undefined
1805078,Missing/Undefined
1805079,Lightning
1805080,Lightning
1805081,Lightning
1805082,Missing/Undefined
